trace_idx,field_record,trace_number,source_x,source_y,receiver_x,receiver_y,receiver_elev_m,source_offset_m,pick_time_s,pick_quality,flag
251,373,0,434901.4,6478697.600000001,434930.16000000003,6478683.5200000005,2884.07,601.2897923629961,1.199,8.291588090707576,ok
252,359,0,434956.28,6478718.08,434943.04000000004,6478687.36,2899.3,542.7592674474572,1.201,9.133382558077843,ok
253,360,0,434955.96,6478718.08,434943.04000000004,6478687.36,2899.3,543.0634997862659,1.202,9.045388037286306,ok
254,361,0,434956.36,6478718.08,434943.04000000004,6478687.36,2899.3,542.683212196714,1.201,8.255660585057601,ok
255,362,0,434956.4,6478716.8,434943.04000000004,6478687.36,2899.3,543.0435842547026,1.201,9.046146546828936,ok
256,363,0,434956.48,6478716.8,434943.04000000004,6478687.36,2899.3,542.9675865097636,1.202,8.906800232947193,ok
257,359,0,434956.28,6478718.08,434956.08,6478691.84,2914.54,542.7592674474572,1.203,8.883512989966468,ok
258,360,0,434955.96,6478718.08,434956.08,6478691.84,2914.54,543.0634997862659,1.203,8.813092037077737,ok
259,361,0,434956.36,6478718.08,434956.08,6478691.84,2914.54,542.683212196714,1.202,8.955123505066606,ok
260,362,0,434956.4,6478716.8,434956.08,6478691.84,2914.54,543.0435842547026,1.203,8.74620952600995,ok
261,363,0,434956.48,6478716.8,434956.08,6478691.84,2914.54,542.9675865097636,1.203,8.60846287534136,ok
262,359,0,434956.28,6478718.08,434969.08,6478696.96,2929.78,542.7592674474572,1.204,8.673406811226908,ok
263,360,0,434955.96,6478718.08,434969.08,6478696.96,2929.78,543.0634997862659,1.204,8.735305844223292,ok
264,361,0,434956.36,6478718.08,434969.08,6478696.96,2929.78,542.683212196714,1.203,8.78178382429581,ok
265,362,0,434956.4,6478716.8,434969.08,6478696.96,2929.78,543.0435842547026,1.204,8.516796745540699,ok
266,363,0,434956.48,6478716.8,434969.08,6478696.96,2929.78,542.9675865097636,1.204,8.347207536182685,ok
267,359,0,434956.28,6478718.08,434982.32,6478701.44,2945.02,542.7592674474572,1.206,8.677670022769718,ok
268,360,0,434955.96,6478718.08,434982.32,6478701.44,2945.02,543.0634997862659,1.206,8.583826544413904,ok
269,361,0,434956.36,6478718.08,434982.32,6478701.44,2945.02,542.683212196714,1.206,8.790519588903793,ok
270,362,0,434956.4,6478716.8,434982.32,6478701.44,2945.02,543.0435842547026,1.206,8.503407830090335,ok
271,363,0,434956.48,6478716.8,434982.32,6478701.44,2945.02,542.9675865097636,1.206,8.252128875204834,ok
272,347,0,435024.92,6478732.8,434995.56,6478706.5600000005,2960.21,472.99464013898853,1.208,8.914281834514732,ok
275,347,0,435024.92,6478732.8,435008.84,6478711.04,2975.4500000000003,472.99464013898853,1.211,8.202803872783676,ok
278,347,0,435024.92,6478732.8,435022.48,6478716.16,2990.69,472.99464013898853,1.211,8.999777132601034,ok
281,347,0,435024.92,6478732.8,435036.12,6478721.28,3005.93,472.99464013898853,1.213,8.692116533908772,ok
284,336,0,435089.72000000003,6478744.32,435050.0,6478725.76,3021.29,408.0917543886661,0.935,8.31549106678218,ok
285,337,0,435086.92,6478743.68,435050.0,6478725.76,3021.29,410.93956733347727,1.212,8.608307433152504,ok
286,338,0,435084.92,6478741.76,435050.0,6478725.76,3021.29,413.4833723382437,1.212,8.18967637731541,ok
287,339,0,435081.96,6478741.76,435050.0,6478725.76,3021.29,416.2576509809494,1.212,8.670774393077421,ok
288,340,0,435079.12,6478741.12,435050.0,6478725.76,3021.29,419.14324997559174,1.211,8.162200005118734,ok
289,341,0,435076.48,6478739.84,435050.0,6478725.76,3021.29,422.06335259080447,1.212,8.518978575635497,ok
290,336,0,435089.72000000003,6478744.32,435064.0,6478731.5200000005,3036.53,408.0917543886661,1.211,8.42476523635672,ok
291,337,0,435086.92,6478743.68,435064.0,6478731.5200000005,3036.53,410.93956733347727,1.211,8.340436011689,ok
292,338,0,435084.92,6478741.76,435064.0,6478731.5200000005,3036.53,413.4833723382437,1.211,8.189526701526278,ok
293,339,0,435081.96,6478741.76,435064.0,6478731.5200000005,3036.53,416.2576509809494,1.211,8.854581388287691,ok
294,340,0,435079.12,6478741.12,435064.0,6478731.5200000005,3036.53,419.14324997559174,1.21,8.548230822450563,ok
295,341,0,435076.48,6478739.84,435064.0,6478731.5200000005,3036.53,422.06335259080447,1.211,8.292848185949243,ok
296,336,0,435089.72000000003,6478744.32,435078.0,6478736.0,3051.77,408.0917543886661,1.212,8.636275976155726,ok
297,337,0,435086.92,6478743.68,435078.0,6478736.0,3051.77,410.93956733347727,1.211,8.346260435598248,ok
298,338,0,435084.92,6478741.76,435078.0,6478736.0,3051.77,413.4833723382437,1.211,8.318612522605473,ok
299,339,0,435081.96,6478741.76,435078.0,6478736.0,3051.77,416.2576509809494,1.211,8.437243235941398,ok
300,340,0,435079.12,6478741.12,435078.0,6478736.0,3051.77,419.14324997559174,1.211,8.697468129523644,ok
301,341,0,435076.48,6478739.84,435078.0,6478736.0,3051.77,422.06335259080447,1.211,8.594339775551896,ok
302,336,0,435089.72000000003,6478744.32,435092.16000000003,6478741.12,3067.01,408.0917543886661,1.213,8.844907995254792,ok
303,337,0,435086.92,6478743.68,435092.16000000003,6478741.12,3067.01,410.93956733347727,1.213,8.656436577473249,ok
304,338,0,435084.92,6478741.76,435092.16000000003,6478741.12,3067.01,413.4833723382437,1.213,8.149291844194886,ok
305,339,0,435081.96,6478741.76,435092.16000000003,6478741.12,3067.01,416.2576509809494,1.212,8.339682757780231,ok
306,340,0,435079.12,6478741.12,435092.16000000003,6478741.12,3067.01,419.14324997559174,1.212,8.795267207054899,ok
307,341,0,435076.48,6478739.84,435092.16000000003,6478741.12,3067.01,422.06335259080447,1.213,8.691213475224332,ok
308,326,0,435137.24,6478759.68,435106.64,6478746.24,3082.54,358.2035175709403,1.212,8.755297231407493,ok
309,327,0,435134.48,6478759.68,435106.64,6478746.24,3082.54,360.78636116156247,1.212,8.447570846078586,ok
310,328,0,435132.04000000004,6478757.76,435106.64,6478746.24,3082.54,363.746487543381,1.211,8.425581535511983,ok
311,329,0,435129.96,6478757.76,435106.64,6478746.24,3082.54,365.6928109768609,1.212,8.722439798386942,ok
312,330,0,435129.36,6478757.76,435106.64,6478746.24,3082.54,366.25452352180184,1.212,8.398439000206952,ok
313,326,0,435137.24,6478759.68,435120.76,6478750.72,3097.78,358.2035175709403,1.04,8.21862597932134,ok
314,327,0,435134.48,6478759.68,435120.76,6478750.72,3097.78,360.78636116156247,1.213,8.269424179370278,ok
315,328,0,435132.04000000004,6478757.76,435120.76,6478750.72,3097.78,363.746487543381,1.213,8.143428355669018,ok
316,329,0,435129.96,6478757.76,435120.76,6478750.72,3097.78,365.6928109768609,1.213,8.04191235909485,ok
317,330,0,435129.36,6478757.76,435120.76,6478750.72,3097.78,366.25452352180184,1.213,8.724274202895506,ok
318,326,0,435137.24,6478759.68,435134.96,6478756.48,3113.02,358.2035175709403,1.214,8.83617546744887,ok
319,327,0,435134.48,6478759.68,435134.96,6478756.48,3113.02,360.78636116156247,1.214,8.267363344540156,ok
320,328,0,435132.04000000004,6478757.76,435134.96,6478756.48,3113.02,363.746487543381,1.214,8.145525357403592,ok
321,329,0,435129.96,6478757.76,435134.96,6478756.48,3113.02,365.6928109768609,1.214,8.756264328538286,ok
322,330,0,435129.36,6478757.76,435134.96,6478756.48,3113.02,366.25452352180184,1.214,8.787767412898521,ok
323,326,0,435137.24,6478759.68,435149.12,6478761.600000001,3128.26,358.2035175709403,1.214,8.854796312226927,ok
324,327,0,435134.48,6478759.68,435149.12,6478761.600000001,3128.26,360.78636116156247,1.214,8.352013388744124,ok
325,328,0,435132.04000000004,6478757.76,435149.12,6478761.600000001,3128.26,363.746487543381,1.214,8.013726662550454,ok
326,329,0,435129.96,6478757.76,435149.12,6478761.600000001,3128.26,365.6928109768609,1.214,8.364760834815156,ok
327,330,0,435129.36,6478757.76,435149.12,6478761.600000001,3128.26,366.25452352180184,1.215,8.458964732655545,ok
328,316,0,435185.96,6478777.600000001,435162.8,6478766.72,3142.98,306.2949271534928,1.214,8.94762167853821,ok
329,317,0,435185.52,6478777.600000001,435162.8,6478766.72,3142.98,306.70627251486854,1.214,8.151643248338237,ok
330,318,0,435185.44,6478776.96,435162.8,6478766.72,3142.98,307.00863049775063,1.214,8.12317537672645,ok
331,319,0,435184.16000000003,6478776.96,435162.8,6478766.72,3142.98,308.2048799095936,1.214,8.75354079591885,ok
332,320,0,435185.32,6478777.600000001,435162.8,6478766.72,3142.98,306.8932739568782,1.214,8.341807508093584,ok
333,316,0,435185.96,6478777.600000001,435176.92,6478771.84,3158.2200000000003,306.2949271534928,1.215,8.80122810571567,ok
334,317,0,435185.52,6478777.600000001,435176.92,6478771.84,3158.2200000000003,306.70627251486854,1.215,8.811028944610623,ok
335,318,0,435185.44,6478776.96,435176.92,6478771.84,3158.2200000000003,307.00863049775063,1.214,8.14853067757757,ok
336,319,0,435184.16000000003,6478776.96,435176.92,6478771.84,3158.2200000000003,308.2048799095936,1.215,8.9305519785033,ok
337,320,0,435185.32,6478777.600000001,435176.92,6478771.84,3158.2200000000003,306.8932739568782,1.215,8.890011078622152,ok
338,316,0,435185.96,6478777.600000001,435191.04000000004,6478777.600000001,3173.46,306.2949271534928,1.215,8.63537938852119,ok
339,317,0,435185.52,6478777.600000001,435191.04000000004,6478777.600000001,3173.46,306.70627251486854,1.215,8.196422412653323,ok
340,318,0,435185.44,6478776.96,435191.04000000004,6478777.600000001,3173.46,307.00863049775063,1.215,8.620866569272161,ok
341,319,0,435184.16000000003,6478776.96,435191.04000000004,6478777.600000001,3173.46,308.2048799095936,1.215,8.11613174050441,ok
342,320,0,435185.32,6478777.600000001,435191.04000000004,6478777.600000001,3173.46,306.8932739568782,1.215,8.407173350867588,ok
343,316,0,435185.96,6478777.600000001,435205.12,6478782.72,3188.7000000000003,306.2949271534928,1.216,8.545458025477428,ok
344,317,0,435185.52,6478777.600000001,435205.12,6478782.72,3188.7000000000003,306.70627251486854,1.216,8.30733760618117,ok
345,318,0,435185.44,6478776.96,435205.12,6478782.72,3188.7000000000003,307.00863049775063,1.216,8.833793507763234,ok
346,319,0,435184.16000000003,6478776.96,435205.12,6478782.72,3188.7000000000003,308.2048799095936,1.216,8.491506650174188,ok
347,320,0,435185.32,6478777.600000001,435205.12,6478782.72,3188.7000000000003,306.8932739568782,1.216,8.596991511472375,ok
348,311,0,435252.60000000003,6478804.48,435219.44,6478787.84,3204.15,234.45722168443592,1.221,8.996523329366946,ok
349,312,0,435249.2,6478804.48,435219.44,6478787.84,3204.15,237.64589792377032,1.22,9.061485843501815,ok
350,313,0,435246.8,6478802.5600000005,435219.44,6478787.84,3204.15,240.5626238632944,1.22,8.026814455994241,ok
351,314,0,435243.92,6478801.92,435219.44,6478787.84,3204.15,243.48544104339325,1.22,9.037879929338763,ok
352,315,0,435242.56,6478801.28,435219.44,6478787.84,3204.15,244.9830459440672,1.22,8.259949229528816,ok
353,311,0,435252.60000000003,6478804.48,435233.52,6478793.600000001,3219.39,234.45722168443592,1.222,9.147325555846875,ok
354,312,0,435249.2,6478804.48,435233.52,6478793.600000001,3219.39,237.64589792377032,1.221,8.247074500689934,ok
355,313,0,435246.8,6478802.5600000005,435233.52,6478793.600000001,3219.39,240.5626238632944,1.221,8.57282874204136,ok
356,314,0,435243.92,6478801.92,435233.52,6478793.600000001,3219.39,243.48544104339325,1.221,8.37446145567084,ok
357,315,0,435242.56,6478801.28,435233.52,6478793.600000001,3219.39,244.9830459440672,1.221,8.69437104523559,ok
358,311,0,435252.60000000003,6478804.48,435247.64,6478798.72,3234.63,234.45722168443592,1.222,8.786686380973773,ok
359,312,0,435249.2,6478804.48,435247.64,6478798.72,3234.63,237.64589792377032,1.222,8.876298453372037,ok
360,313,0,435246.8,6478802.5600000005,435247.64,6478798.72,3234.63,240.5626238632944,1.222,9.084885233541725,ok
361,314,0,435243.92,6478801.92,435247.64,6478798.72,3234.63,243.48544104339325,1.222,9.063970009322317,ok
362,315,0,435242.56,6478801.28,435247.64,6478798.72,3234.63,244.9830459440672,1.221,8.239425054376717,ok
363,311,0,435252.60000000003,6478804.48,435261.72000000003,6478804.48,3249.87,234.45722168443592,1.222,8.891393438959506,ok
364,312,0,435249.2,6478804.48,435261.72000000003,6478804.48,3249.87,237.64589792377032,1.221,8.274231325104449,ok
365,313,0,435246.8,6478802.5600000005,435261.72000000003,6478804.48,3249.87,240.5626238632944,1.221,8.195350296927762,ok
366,314,0,435243.92,6478801.92,435261.72000000003,6478804.48,3249.87,243.48544104339325,1.221,8.177419450538189,ok
367,315,0,435242.56,6478801.28,435261.72000000003,6478804.48,3249.87,244.9830459440672,1.221,8.20613068073236,ok
368,296,0,435297.2,6478822.4,435275.76,6478809.600000001,3265.03,186.41085376127032,1.217,8.544569766094092,ok
369,297,0,435297.12,6478822.4,435275.76,6478809.600000001,3265.03,186.48599303972247,1.217,8.513524642125894,ok
370,298,0,435296.8,6478822.4,435275.76,6478809.600000001,3265.03,186.78659052516028,1.215,8.047209733241967,ok
371,299,0,435296.72000000003,6478821.76,435275.76,6478809.600000001,3265.03,187.0819157483594,1.218,8.207743209334872,ok
372,300,0,435296.68,6478821.76,435275.76,6478809.600000001,3265.03,187.11945275702715,1.217,8.411145377154726,ok
373,296,0,435297.2,6478822.4,435289.84,6478814.72,3280.27,186.41085376127032,1.217,8.42880474547815,ok
374,297,0,435297.12,6478822.4,435289.84,6478814.72,3280.27,186.48599303972247,1.218,8.864388444343028,ok
375,298,0,435296.8,6478822.4,435289.84,6478814.72,3280.27,186.78659052516028,1.218,8.881793995164434,ok
376,299,0,435296.72000000003,6478821.76,435289.84,6478814.72,3280.27,187.0819157483594,1.218,8.72194828236959,ok
377,300,0,435296.68,6478821.76,435289.84,6478814.72,3280.27,187.11945275702715,1.218,8.447641747785697,ok
378,296,0,435297.2,6478822.4,435303.92,6478820.48,3295.51,186.41085376127032,1.218,8.871070948445764,ok
379,297,0,435297.12,6478822.4,435303.92,6478820.48,3295.51,186.48599303972247,1.218,8.901087055668667,ok
380,298,0,435296.8,6478822.4,435303.92,6478820.48,3295.51,186.78659052516028,1.219,8.621309199229335,ok
381,299,0,435296.72000000003,6478821.76,435303.92,6478820.48,3295.51,187.0819157483594,1.218,8.849156783111699,ok
382,300,0,435296.68,6478821.76,435303.92,6478820.48,3295.51,187.11945275702715,1.218,8.546558269781205,ok
383,296,0,435297.2,6478822.4,435318.0,6478826.24,3310.75,186.41085376127032,1.219,8.52233978776789,ok
384,297,0,435297.12,6478822.4,435318.0,6478826.24,3310.75,186.48599303972247,1.218,8.806034698078335,ok
385,298,0,435296.8,6478822.4,435318.0,6478826.24,3310.75,186.78659052516028,1.219,8.58049193492457,ok
386,299,0,435296.72000000003,6478821.76,435318.0,6478826.24,3310.75,187.0819157483594,1.219,8.356164373286404,ok
387,300,0,435296.68,6478821.76,435318.0,6478826.24,3310.75,187.11945275702715,1.219,8.030984209903226,ok
388,286,0,435353.68,6478843.5200000005,435332.16000000003,6478830.72,3326.06,126.11365667523363,1.22,8.155373929585034,ok
389,287,0,435353.64,6478844.16,435332.16000000003,6478830.72,3326.06,125.93517062370701,1.22,8.151728527632002,ok
390,288,0,435353.84,6478844.8,435332.16000000003,6478830.72,3326.06,125.53323703325364,1.219,8.737521634011655,ok
391,289,0,435353.64,6478844.16,435332.16000000003,6478830.72,3326.06,125.93517062370701,1.22,8.461521230740132,ok
392,290,0,435353.36,6478844.8,435332.16000000003,6478830.72,3326.06,125.98621511918063,1.219,8.369270198398986,ok
393,286,0,435353.68,6478843.5200000005,435346.2,6478836.48,3341.3,126.11365667523363,1.22,8.031146966745172,ok
394,287,0,435353.64,6478844.16,435346.2,6478836.48,3341.3,125.93517062370701,1.221,8.313273365148321,ok
395,288,0,435353.84,6478844.8,435346.2,6478836.48,3341.3,125.53323703325364,1.22,8.840486598446255,ok
396,289,0,435353.64,6478844.16,435346.2,6478836.48,3341.3,125.93517062370701,1.221,8.435962729167734,ok
397,290,0,435353.36,6478844.8,435346.2,6478836.48,3341.3,125.98621511918063,1.22,8.137312682561797,ok
398,286,0,435353.68,6478843.5200000005,435360.28,6478842.24,3356.54,126.11365667523363,1.221,8.352156290632381,ok
399,287,0,435353.64,6478844.16,435360.28,6478842.24,3356.54,125.93517062370701,1.222,8.125075870811592,ok
400,288,0,435353.84,6478844.8,435360.28,6478842.24,3356.54,125.53323703325364,1.221,8.726612025349612,ok
401,289,0,435353.64,6478844.16,435360.28,6478842.24,3356.54,125.93517062370701,1.222,8.597832721826466,ok
402,290,0,435353.36,6478844.8,435360.28,6478842.24,3356.54,125.98621511918063,1.221,8.767367240625484,ok
403,286,0,435353.68,6478843.5200000005,435374.32,6478847.36,3371.78,126.11365667523363,1.223,8.148292023826532,ok
404,287,0,435353.64,6478844.16,435374.32,6478847.36,3371.78,125.93517062370701,1.223,8.970536336929111,ok
405,288,0,435353.84,6478844.8,435374.32,6478847.36,3371.78,125.53323703325364,1.222,8.672863548168415,ok
406,289,0,435353.64,6478844.16,435374.32,6478847.36,3371.78,125.93517062370701,1.223,8.305587314889092,ok
407,290,0,435353.36,6478844.8,435374.32,6478847.36,3371.78,125.98621511918063,1.222,8.287691658884306,ok
408,276,0,435413.36,6478869.76,435388.48,6478853.76,3387.15,61.224635564654655,1.223,9.137402250843522,ok
409,277,0,435411.04000000004,6478869.12,435388.48,6478853.76,3387.15,63.631250184228435,1.223,8.165845209368618,ok
410,278,0,435410.4,6478867.2,435388.48,6478853.76,3387.15,64.79023383201923,1.223,8.565225697100725,ok
411,279,0,435410.36,6478867.84,435388.48,6478853.76,3387.15,64.64178215384032,1.223,8.116174742755772,ok
412,280,0,435411.36,6478868.48,435388.48,6478853.76,3387.15,63.500966921791324,1.223,8.961186485325385,ok
413,276,0,435413.36,6478869.76,435402.48,6478859.5200000005,3402.39,61.224635564654655,1.224,8.931428119794866,ok
414,277,0,435411.04000000004,6478869.12,435402.48,6478859.5200000005,3402.39,63.631250184228435,1.224,9.015910426719858,ok
415,278,0,435410.4,6478867.2,435402.48,6478859.5200000005,3402.39,64.79023383201923,1.224,8.139008655148267,ok
416,279,0,435410.36,6478867.84,435402.48,6478859.5200000005,3402.39,64.64178215384032,1.224,8.916974828735782,ok
417,280,0,435411.36,6478868.48,435402.48,6478859.5200000005,3402.39,63.500966921791324,1.224,8.818108355258818,ok
418,276,0,435413.36,6478869.76,435416.48,6478865.28,3417.63,61.224635564654655,1.226,8.716068097800871,ok
419,277,0,435411.04000000004,6478869.12,435416.48,6478865.28,3417.63,63.631250184228435,1.225,8.966954014839798,ok
420,278,0,435410.4,6478867.2,435416.48,6478865.28,3417.63,64.79023383201923,1.225,9.045822767695539,ok
421,279,0,435410.36,6478867.84,435416.48,6478865.28,3417.63,64.64178215384032,1.225,8.721624831094378,ok
422,280,0,435411.36,6478868.48,435416.48,6478865.28,3417.63,63.500966921791324,1.226,8.888768129169783,ok
423,276,0,435413.36,6478869.76,435430.52,6478870.4,3432.87,61.224635564654655,1.227,8.412660064304736,ok
424,277,0,435411.04000000004,6478869.12,435430.52,6478870.4,3432.87,63.631250184228435,1.226,9.0079249241345,ok
425,278,0,435410.4,6478867.2,435430.52,6478870.4,3432.87,64.79023383201923,1.226,9.117470667008133,ok
426,279,0,435410.36,6478867.84,435430.52,6478870.4,3432.87,64.64178215384032,1.227,8.667774876634757,ok
427,280,0,435411.36,6478868.48,435430.52,6478870.4,3432.87,63.500966921791324,1.227,8.840463079559537,ok
428,266,0,435477.8,6478892.8,435444.36,6478875.5200000005,3447.86,8.451650725888433,1.228,8.624740879428975,ok
429,267,0,435475.12,6478892.16,435444.36,6478875.5200000005,3447.86,6.422086888017004,1.228,8.07146470064284,ok
430,268,0,435472.2,6478891.5200000005,435444.36,6478875.5200000005,3447.86,5.120624961969683,1.227,8.615162786626996,ok
431,269,0,435469.52,6478890.24,435444.36,6478875.5200000005,3447.86,4.7289745187415635,1.227,8.728394604751138,ok
432,270,0,435467.2,6478890.24,435444.36,6478875.5200000005,3447.86,6.3680452258932,1.226,8.502004435058673,ok
433,266,0,435477.8,6478892.8,435458.32,6478881.28,3463.1,8.451650725888433,1.232,8.692677500830065,ok
434,267,0,435475.12,6478892.16,435458.32,6478881.28,3463.1,6.422086888017004,1.232,8.64832074302023,ok
435,268,0,435472.2,6478891.5200000005,435458.32,6478881.28,3463.1,5.120624961969683,1.232,8.333782763150573,ok
436,269,0,435469.52,6478890.24,435458.32,6478881.28,3463.1,4.7289745187415635,1.231,8.869280911027415,ok
437,270,0,435467.2,6478890.24,435458.32,6478881.28,3463.1,6.3680452258932,1.231,8.742163244704653,ok
438,266,0,435477.8,6478892.8,435472.28,6478886.4,3478.34,8.451650725888433,1.232,8.682017292520477,ok
439,267,0,435475.12,6478892.16,435472.28,6478886.4,3478.34,6.422086888017004,1.232,8.774113549904222,ok
440,268,0,435472.2,6478891.5200000005,435472.28,6478886.4,3478.34,5.120624961969683,1.232,8.839928512642969,ok
441,269,0,435469.52,6478890.24,435472.28,6478886.4,3478.34,4.7289745187415635,1.232,8.916162720648698,ok
442,270,0,435467.2,6478890.24,435472.28,6478886.4,3478.34,6.3680452258932,1.232,8.706544623974658,ok
443,266,0,435477.8,6478892.8,435486.32,6478892.16,3493.58,8.451650725888433,1.229,8.641177138860634,ok
444,267,0,435475.12,6478892.16,435486.32,6478892.16,3493.58,6.422086888017004,1.23,8.74506896427216,ok
445,268,0,435472.2,6478891.5200000005,435486.32,6478892.16,3493.58,5.120624961969683,1.229,8.823066483013543,ok
446,269,0,435469.52,6478890.24,435486.32,6478892.16,3493.58,4.7289745187415635,1.229,8.331365640540364,ok
447,270,0,435467.2,6478890.24,435486.32,6478892.16,3493.58,6.3680452258932,1.229,8.018789996050184,ok
448,253,0,435522.2,6478910.72,435500.44,6478898.5600000005,3508.96,55.528990626226665,1.223,8.397328998294798,ok
449,254,0,435522.2,6478910.08,435500.44,6478898.5600000005,3508.96,55.251685946984985,1.223,8.393907143279028,ok
450,255,0,435522.36,6478910.08,435500.44,6478898.5600000005,3508.96,55.396288684186125,1.223,8.00346747345047,ok
451,256,0,435522.2,6478910.72,435500.44,6478898.5600000005,3508.96,55.528990626226665,1.223,8.155724515988634,ok
452,257,0,435522.68,6478910.72,435500.44,6478898.5600000005,3508.96,55.96090063576243,1.223,8.324412456831727,ok
453,258,0,435522.60000000003,6478910.72,435500.44,6478898.5600000005,3508.96,55.88886114396946,1.223,8.556952178318072,ok
454,259,0,435522.44,6478910.08,435500.44,6478898.5600000005,3508.96,55.46862176026475,1.223,8.159778009112065,ok
455,260,0,435522.8,6478910.72,435500.44,6478898.5600000005,3508.96,56.0690003474754,1.054,8.04263603638565,ok
456,253,0,435522.2,6478910.72,435514.44,6478904.32,3524.2000000000003,55.528990626226665,1.224,8.060429947676292,ok
457,254,0,435522.2,6478910.08,435514.44,6478904.32,3524.2000000000003,55.251685946984985,1.225,8.910249281078592,ok
458,255,0,435522.36,6478910.08,435514.44,6478904.32,3524.2000000000003,55.396288684186125,1.225,8.694911855864953,ok
459,256,0,435522.2,6478910.72,435514.44,6478904.32,3524.2000000000003,55.528990626226665,1.224,8.820517880670021,ok
460,257,0,435522.68,6478910.72,435514.44,6478904.32,3524.2000000000003,55.96090063576243,1.225,8.759440851613235,ok
461,258,0,435522.60000000003,6478910.72,435514.44,6478904.32,3524.2000000000003,55.88886114396946,1.224,8.208561598285781,ok
462,259,0,435522.44,6478910.08,435514.44,6478904.32,3524.2000000000003,55.46862176026475,1.225,8.636735953486584,ok
463,260,0,435522.8,6478910.72,435514.44,6478904.32,3524.2000000000003,56.0690003474754,1.225,8.613931645421252,ok
464,253,0,435522.2,6478910.72,435528.48,6478909.44,3539.44,55.528990626226665,1.225,8.119804183664373,ok
465,254,0,435522.2,6478910.08,435528.48,6478909.44,3539.44,55.251685946984985,1.225,8.271507133276474,ok
466,255,0,435522.36,6478910.08,435528.48,6478909.44,3539.44,55.396288684186125,1.225,8.901654493069795,ok
467,256,0,435522.2,6478910.72,435528.48,6478909.44,3539.44,55.528990626226665,1.225,8.996481175354017,ok
468,257,0,435522.68,6478910.72,435528.48,6478909.44,3539.44,55.96090063576243,1.225,9.041269913695153,ok
469,258,0,435522.60000000003,6478910.72,435528.48,6478909.44,3539.44,55.88886114396946,1.225,8.403217086269882,ok
470,259,0,435522.44,6478910.08,435528.48,6478909.44,3539.44,55.46862176026475,1.225,8.679522062954431,ok
471,260,0,435522.8,6478910.72,435528.48,6478909.44,3539.44,56.0690003474754,1.225,8.92998891641625,ok
472,253,0,435522.2,6478910.72,435542.44,6478915.2,3554.6800000000003,55.528990626226665,1.226,8.88614431326269,ok
473,254,0,435522.2,6478910.08,435542.44,6478915.2,3554.6800000000003,55.251685946984985,1.226,8.760140651201535,ok
474,255,0,435522.36,6478910.08,435542.44,6478915.2,3554.6800000000003,55.396288684186125,1.226,8.340907485208312,ok
475,256,0,435522.2,6478910.72,435542.44,6478915.2,3554.6800000000003,55.528990626226665,1.226,8.266363574590809,ok
476,257,0,435522.68,6478910.72,435542.44,6478915.2,3554.6800000000003,55.96090063576243,1.226,8.277175257801765,ok
477,258,0,435522.60000000003,6478910.72,435542.44,6478915.2,3554.6800000000003,55.88886114396946,1.226,8.661232591896608,ok
478,259,0,435522.44,6478910.08,435542.44,6478915.2,3554.6800000000003,55.46862176026475,1.226,8.556378694112345,ok
479,260,0,435522.8,6478910.72,435542.44,6478915.2,3554.6800000000003,56.0690003474754,1.226,8.512725969292214,ok
480,243,0,435585.60000000003,6478936.32,435556.36,6478919.68,3569.87,123.82822295419629,1.225,8.902778062172617,ok
481,244,0,435583.4,6478935.68,435556.36,6478919.68,3569.87,121.55728196999502,1.225,8.975264184399064,ok
482,245,0,435580.88,6478934.4,435556.36,6478919.68,3569.87,118.73483061004022,1.225,8.789755086943176,ok
483,246,0,435579.24,6478933.76,435556.36,6478919.68,3569.87,116.97611380079086,1.225,8.139870688388354,ok
484,247,0,435579.12,6478933.12,435556.36,6478919.68,3569.87,116.60850740820186,1.225,8.14586955693189,ok
485,243,0,435585.60000000003,6478936.32,435570.4,6478925.44,3585.11,123.82822295419629,1.225,8.046077026368955,ok
486,244,0,435583.4,6478935.68,435570.4,6478925.44,3585.11,121.55728196999502,1.225,8.815292590970898,ok
487,245,0,435580.88,6478934.4,435570.4,6478925.44,3585.11,118.73483061004022,1.225,8.523210811813005,ok
488,246,0,435579.24,6478933.76,435570.4,6478925.44,3585.11,116.97611380079086,1.224,8.899032662953703,ok
489,247,0,435579.12,6478933.12,435570.4,6478925.44,3585.11,116.60850740820186,1.224,8.112798661933613,ok
490,243,0,435585.60000000003,6478936.32,435584.44,6478931.2,3600.35,123.82822295419629,1.225,8.244851536109618,ok
491,244,0,435583.4,6478935.68,435584.44,6478931.2,3600.35,121.55728196999502,1.225,8.403853847109445,ok
492,245,0,435580.88,6478934.4,435584.44,6478931.2,3600.35,118.73483061004022,1.225,8.14757203944206,ok
493,246,0,435579.24,6478933.76,435584.44,6478931.2,3600.35,116.97611380079086,1.225,8.552457213528198,ok
494,247,0,435579.12,6478933.12,435584.44,6478931.2,3600.35,116.60850740820186,1.225,8.580237138779447,ok
495,243,0,435585.60000000003,6478936.32,435598.44,6478936.32,3615.59,123.82822295419629,1.225,8.079978730875252,ok
496,244,0,435583.4,6478935.68,435598.44,6478936.32,3615.59,121.55728196999502,1.225,8.697982276594384,ok
497,245,0,435580.88,6478934.4,435598.44,6478936.32,3615.59,118.73483061004022,1.225,8.451884273782378,ok
498,246,0,435579.24,6478933.76,435598.44,6478936.32,3615.59,116.97611380079086,1.225,8.203042668022047,ok
